Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68e68e2358b7d995f54e2629,63f78071721a6cacdd63d835,RETURNED,Not Applicable,2025-10-08T16:15:31.897000Z,,,2025-10-08T20:35:28.052835Z,,,4380,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e68efeb4f4f00387b75383,62e6c5d05d354e1f99d612e4,TIMED-OUT,Not Applicable,2025-10-08T16:27:37.136000Z,,,2025-10-08T20:35:26.559175Z,14870.0,,3683,34,Male,Black,United States,United States,United States,English,No,Full-Time
68e68f62e741112f74f684f5,5f3ac1732efa0a74f975b1a8,RETURNED,Not Applicable,2025-10-08T16:22:01.333000Z,,,2025-10-08T20:35:26.572237Z,,,3448,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e69235d911c39a734a4e9a,65ccca52871269168cc029b5,RETURNED,Not Applicable,,,,2025-10-08T20:35:28.108251Z,,,1732,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e692439fc40f905f940683,66fdd6ecd96e23c98cf47a4a,RETURNED,Not Applicable,2025-10-08T16:33:16.976000Z,,,2025-10-08T20:35:26.564896Z,,,1079,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6929030163a29c3ffe400,5d460ce9ba790b0001dd488c,APPROVED,Not Applicable,2025-10-08T16:34:40.166000Z,2025-10-08T16:53:07.486000Z,2025-10-29T00:02:46.513000Z,2025-10-08T16:53:07.897644Z,1108.0,CUKPH3D8,756,39,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e692ef256226ee4473afaf,65390c1abdfe1fd0b200ac11,RETURNED,Not Applicable,2025-10-08T16:36:06.496000Z,,,2025-10-08T20:35:26.583276Z,,,2912,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e695c447cb372365d7be8e,67388861a4434c34f877785d,APPROVED,Not Applicable,2025-10-08T16:48:09.413000Z,2025-10-08T17:24:04.287000Z,2025-10-29T00:02:46.882000Z,2025-10-08T17:24:04.797651Z,2155.0,thankyou2025,527,33,Female,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e696061e1a34ef04b1dda3,601d7cc678b34c000c119699,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.569919Z,,,74,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e69995682928decbaf4057,667dc21819f1e0f06520b7e0,APPROVED,Not Applicable,2025-10-08T17:04:33.898000Z,2025-10-08T17:48:00.127000Z,2025-10-29T00:02:47.366000Z,2025-10-08T17:48:00.554714Z,2607.0,CUKPH3D8,1266,30,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e699a078178cb732f89b70,660d6b2e957fa582ec87816f,APPROVED,Not Applicable,2025-10-08T17:04:55.810000Z,2025-10-08T17:28:50.857000Z,2025-10-29T00:02:47.707000Z,2025-10-08T17:28:51.260615Z,1436.0,thankyou2025,1223,37,Female,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
68e69a2f529e86b896c0f3f3,673c90022c553e1b8f60a3af,APPROVED,Not Applicable,2025-10-08T17:07:00.820000Z,2025-10-08T17:39:00.917000Z,2025-10-29T00:02:48.812000Z,2025-10-08T17:39:01.305123Z,1921.0,CUKPH3D8,594,27,Male,Other,United States,United States,United States,English,No,DATA_EXPIRED
68e69b03aeb574a842a7fbac,62b20c0065e9809e66d13fa5,APPROVED,Not Applicable,2025-10-08T17:10:32.422000Z,2025-10-08T17:41:10.131000Z,2025-10-29T00:02:50.369000Z,2025-10-08T17:41:10.512578Z,1838.0,CUKPH3D8,8612,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e69b3af3de7c4c24dd526f,67059311fdf4bc0b38a00848,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.575669Z,,,1480,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e69b9c05349cd0008d70f0,67299a3cb9242638dd2556db,APPROVED,Not Applicable,2025-10-08T17:13:07.980000Z,2025-10-08T17:42:53.411000Z,2025-10-29T00:02:51.407000Z,2025-10-08T17:42:53.808410Z,1786.0,CUKPH3D8,1663,26,Female,Black,United States,United States,United States,English,No,Full-Time
68e69dcc2e4e7fb7e66f6995,63039dbefda87c47a91fec04,APPROVED,Not Applicable,2025-10-08T17:22:25.881000Z,2025-10-08T18:26:42.334000Z,2025-10-29T00:02:51.994000Z,2025-10-08T18:26:42.719221Z,3857.0,CUKPH3D8,4879,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
68e6a09329d803c28b786a48,61363ce02e6022a741d63a6e,APPROVED,Not Applicable,2025-10-08T17:34:18.715000Z,2025-10-08T18:23:24.750000Z,2025-10-29T00:02:53.065000Z,2025-10-08T18:24:03.121654Z,2947.0,NOCODE,4173,29,Male,White,United States,United States,United States,English,No,Full-Time
68e6a1012dcc5cb3667252a3,62029a55ef1cb18a1337c61a,RETURNED,Not Applicable,2025-10-08T17:36:05.904000Z,,,2025-10-08T20:35:26.580191Z,,,18142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6a19ff642f7c948fbe0d4,6681a6064361475b2acf7793,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.583681Z,,,1948,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6a1ef15fc7a4c7b9dfa63,67c9e8e5ec86b1f821a8d5c7,RETURNED,Not Applicable,2025-10-08T17:40:03.009000Z,,,2025-10-08T20:35:26.589662Z,,,2224,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6a319f3de7c4c24dd5355,66f1b4e2d875c6785ca1d50a,APPROVED,Not Applicable,2025-10-08T17:48:03.880000Z,2025-10-08T18:10:12.133000Z,2025-10-29T00:02:53.816000Z,2025-10-08T18:10:13.869079Z,1329.0,CUKPH3D8,1176,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
68e6a3da41020b9abd35a1b4,5e16bce18dffa0c6f76cda9b,RETURNED,Not Applicable,,,,2025-10-08T20:35:30.520262Z,,,6686,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6a74b88e1ee270eb05869,61489a7c8f9dfcc9f78b7c36,APPROVED,Not Applicable,2025-10-08T18:03:04.256000Z,2025-10-08T18:37:22.161000Z,2025-10-29T00:02:55.552000Z,2025-10-08T18:37:22.805901Z,2058.0,CUKPH3D8,2844,28,Male,Other,United States,United States,United States,English,No,Full-Time
68e6a7ab2dfd6fb2867f2038,65c243c37e0d77ca70ee030e,APPROVED,Not Applicable,2025-10-08T18:04:31.065000Z,2025-10-08T18:36:26.657000Z,2025-10-29T00:02:56.097000Z,2025-10-08T18:36:28.639798Z,1916.0,CUKPH3D8,4265,24,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6a7c25570d50cc018ba79,60f6e30863cdeb849cbeb338,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.604060Z,,,3134,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6aad92fac6a540eee9b4e,5dc474fd45b8f933f16d6241,APPROVED,Not Applicable,2025-10-08T18:18:07.058000Z,2025-10-08T18:35:29.122000Z,2025-10-29T00:02:56.585000Z,2025-10-08T18:35:29.514433Z,1043.0,CUKPH3D8,4316,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
68e6ad05904335de47099679,65831ec7a0cb41561b8e43e9,RETURNED,Not Applicable,2025-10-08T18:27:38.314000Z,,,2025-10-08T20:35:26.605108Z,,,3516,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6b1ea57055a7c262f0092,63d7fb6ee49281f6c41d6630,APPROVED,Not Applicable,2025-10-08T18:48:23.110000Z,2025-10-08T19:06:44.323000Z,2025-10-29T00:02:57.249000Z,2025-10-08T19:06:44.734434Z,1102.0,CUKPH3D8,4382,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6b4ce7063921520819ac7,5a79f3f3000dab00018c31d0,APPROVED,Not Applicable,2025-10-08T19:09:32.517000Z,2025-10-08T19:26:08.794000Z,2025-10-29T00:02:58.093000Z,2025-10-08T19:26:09.251413Z,997.0,CUKPH3D8,1117,37,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6b4d14af7d047809b0dcb,6711e09a6906af2fa5b782bd,APPROVED,Not Applicable,2025-10-08T19:00:44.461000Z,2025-10-08T19:37:18.825000Z,2025-10-29T00:02:58.836000Z,2025-10-08T19:37:19.252278Z,2195.0,CUKPH3D8,1315,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6b5a01e50a99841d0c577,66e9b926c782e4f47a05ec7c,APPROVED,Not Applicable,2025-10-08T19:04:03.996000Z,2025-10-08T19:34:49.068000Z,2025-10-29T00:02:59.171000Z,2025-10-08T19:34:49.508080Z,1846.0,CUKPH3D8,681,34,Female,White,United States,United States,United States,English,No,Part-Time
68e6b816b4feaa18a4368522,62cd43d66c2dd7ae9ab53ae7,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.599102Z,,,9226,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6bb61da2038af98bf3536,67446a0309a2bfd11c4ac73d,RETURNED,Not Applicable,,,,2025-10-08T20:35:36.666043Z,,,564,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6becdb8b792d22dc72c59,6673023f164ea88cbe14e203,APPROVED,Not Applicable,2025-10-08T19:43:15.569000Z,2025-10-08T20:09:06.843000Z,2025-10-29T00:02:59.467000Z,2025-10-08T20:09:07.214380Z,1552.0,CUKPH3D8,1941,30,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c209f48183c56775310e,63ffcb367b500c516d0648a2,APPROVED,Not Applicable,2025-10-08T19:57:02.392000Z,2025-10-08T20:45:49.483000Z,2025-10-29T00:02:59.775000Z,2025-10-08T20:45:51.036958Z,2928.0,CUKPH3D8,7640,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c2504b132b9758a8733a,64135e3d9cd5e3f16290d29c,APPROVED,Not Applicable,2025-10-08T19:58:14.377000Z,2025-10-08T21:17:10.843000Z,2025-10-29T00:03:00.089000Z,2025-10-08T21:17:22.254476Z,4737.0,CUKPH3D8,3803,27,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c364c841dcd3bd6dba19,60cb3c4b9454f7a196355088,APPROVED,Not Applicable,2025-10-08T20:02:48.034000Z,2025-10-08T20:32:25.334000Z,2025-10-29T00:03:00.514000Z,2025-10-08T20:32:26.441139Z,1778.0,CUKPH3D8,7665,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED
68e6c4bb9d59cf47e86df96f,678f46cd0f21903076471f34,APPROVED,Not Applicable,2025-10-08T20:08:32.267000Z,2025-10-08T20:24:27.104000Z,2025-10-29T00:03:00.855000Z,2025-10-08T20:24:27.513066Z,955.0,CUKPH3D8,360,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68e6c4d296f29c8932fa4c83,5cc4d401cf4449000192a300,RETURNED,Not Applicable,2025-10-08T20:08:54.782000Z,,,2025-10-08T20:35:26.607665Z,,,1151,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6c62ebe50fa33a93ca083,5e646abe244a7f1feb0f6321,APPROVED,Not Applicable,2025-10-08T20:14:45.837000Z,2025-10-08T20:45:22.685000Z,2025-10-29T00:03:01.207000Z,2025-10-08T20:45:26.739877Z,1837.0,CUKPH3D8,8434,33,Male,White,Egypt,United States,United States,Arabic,No,Full-Time
68e6c655dc645c94201b6023,63cee08c60670525b4f43946,APPROVED,Not Applicable,2025-10-08T20:15:20.251000Z,2025-10-08T20:51:12.201000Z,2025-10-29T00:03:01.893000Z,2025-10-08T20:51:13.622989Z,2152.0,CUKPH3D8,1148,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c65711435bc3b0c1cc87,663631e9a98cfc7ea17bbde6,APPROVED,Not Applicable,2025-10-08T20:15:23.667000Z,2025-10-08T20:50:38.503000Z,2025-10-29T00:03:02.456000Z,2025-10-08T20:50:38.993277Z,2115.0,CUKPH3D8,1942,27,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c659d31b6bf27468e7eb,6536a9f9ac4d61b9d34f5b3b,APPROVED,Not Applicable,2025-10-08T20:15:25.426000Z,2025-10-08T20:43:16.165000Z,2025-10-29T00:03:03.318000Z,2025-10-08T20:43:16.641669Z,1671.0,CUKPH3D8,338,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68e6c65bf2c747eed646478a,588ab33542c8e900019d02ae,APPROVED,Not Applicable,2025-10-08T20:15:26.272000Z,2025-10-08T20:48:34.373000Z,2025-10-29T00:03:03.863000Z,2025-10-08T20:48:35.261247Z,1989.0,CUKPH3D8,2977,29,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68e6c6606aeda7b24ac1ed6a,5dce3ccc32ccbf0cd54263db,APPROVED,Not Applicable,2025-10-08T20:15:32.164000Z,2025-10-08T21:44:20.641000Z,2025-10-29T00:03:04.728000Z,2025-10-08T21:45:35.419743Z,5329.0,CUKPH3D8,3554,26,Female,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED
68e6c66bb73dc344652e565f,5ca749ff98b35f0001f7559d,RETURNED,Not Applicable,2025-10-08T20:15:45.466000Z,,,2025-10-08T20:35:26.638392Z,,,3235,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6c66d1a1be488ae41cc4d,66ef8c16db6307178a651f0a,RETURNED,Not Applicable,2025-10-08T20:15:55.454000Z,,,2025-10-08T22:24:34.556061Z,,,710,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6ca5a854c911422f471b5,62c35e9517e15b36b957a678,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.714114Z,,,7107,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6ca6271920647cea60dd0,668dfb154f987d9440085e63,RETURNED,Not Applicable,2025-10-08T20:32:38.882000Z,,,2025-10-08T20:35:26.776130Z,,,844,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e6ca94e6709f38aed306f3,5c88665f24efd80016b948b5,APPROVED,Not Applicable,2025-10-08T20:33:33.780000Z,2025-10-08T20:45:05.163000Z,2025-10-29T00:03:05.096000Z,2025-10-08T20:45:08.267361Z,692.0,futureyou2025,3232,34,Female,Black,Spain,United States,United States,English,No,Full-Time
68e6cd075dba467009fa099d,67588a443ddaa03e391bcbe8,APPROVED,Not Applicable,2025-10-08T20:43:54.754000Z,2025-10-08T21:02:55.550000Z,2025-10-29T00:03:05.498000Z,2025-10-08T21:04:12.317019Z,1141.0,CUKPH3D8,270,27,Male,Mixed,United States,United States,United States,English,No,Full-Time
