Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,condition
68e69b3af3de7c4c24dd526f,67059311fdf4bc0b38a00848,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.575669Z,,,1480,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e69b9c05349cd0008d70f0,67299a3cb9242638dd2556db,APPROVED,Not Applicable,2025-10-08T17:13:07.980000Z,2025-10-08T17:42:53.411000Z,2025-10-29T00:02:51.407000Z,2025-10-08T17:42:53.808410Z,1786.0,CUKPH3D8,1663,26,Female,Black,United States,United States,United States,English,No,Full-Time,control
68e69dcc2e4e7fb7e66f6995,63039dbefda87c47a91fec04,APPROVED,Not Applicable,2025-10-08T17:22:25.881000Z,2025-10-08T18:26:42.334000Z,2025-10-29T00:02:51.994000Z,2025-10-08T18:26:42.719221Z,3857.0,CUKPH3D8,4879,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,control
68e6a09329d803c28b786a48,61363ce02e6022a741d63a6e,APPROVED,Not Applicable,2025-10-08T17:34:18.715000Z,2025-10-08T18:23:24.750000Z,2025-10-29T00:02:53.065000Z,2025-10-08T18:24:03.121654Z,2947.0,NOCODE,4173,29,Male,White,United States,United States,United States,English,No,Full-Time,control
68e6a1012dcc5cb3667252a3,62029a55ef1cb18a1337c61a,RETURNED,Not Applicable,2025-10-08T17:36:05.904000Z,,,2025-10-08T20:35:26.580191Z,,,18142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6a19ff642f7c948fbe0d4,6681a6064361475b2acf7793,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.583681Z,,,1948,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6a1ef15fc7a4c7b9dfa63,67c9e8e5ec86b1f821a8d5c7,RETURNED,Not Applicable,2025-10-08T17:40:03.009000Z,,,2025-10-08T20:35:26.589662Z,,,2224,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6a319f3de7c4c24dd5355,66f1b4e2d875c6785ca1d50a,APPROVED,Not Applicable,2025-10-08T17:48:03.880000Z,2025-10-08T18:10:12.133000Z,2025-10-29T00:02:53.816000Z,2025-10-08T18:10:13.869079Z,1329.0,CUKPH3D8,1176,22,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,control
68e6a3da41020b9abd35a1b4,5e16bce18dffa0c6f76cda9b,RETURNED,Not Applicable,,,,2025-10-08T20:35:30.520262Z,,,6686,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6a74b88e1ee270eb05869,61489a7c8f9dfcc9f78b7c36,APPROVED,Not Applicable,2025-10-08T18:03:04.256000Z,2025-10-08T18:37:22.161000Z,2025-10-29T00:02:55.552000Z,2025-10-08T18:37:22.805901Z,2058.0,CUKPH3D8,2844,28,Male,Other,United States,United States,United States,English,No,Full-Time,control
68e6a7ab2dfd6fb2867f2038,65c243c37e0d77ca70ee030e,APPROVED,Not Applicable,2025-10-08T18:04:31.065000Z,2025-10-08T18:36:26.657000Z,2025-10-29T00:02:56.097000Z,2025-10-08T18:36:28.639798Z,1916.0,CUKPH3D8,4265,24,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6a7c25570d50cc018ba79,60f6e30863cdeb849cbeb338,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.604060Z,,,3134,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6aad92fac6a540eee9b4e,5dc474fd45b8f933f16d6241,APPROVED,Not Applicable,2025-10-08T18:18:07.058000Z,2025-10-08T18:35:29.122000Z,2025-10-29T00:02:56.585000Z,2025-10-08T18:35:29.514433Z,1043.0,CUKPH3D8,4316,35,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",control
68e6ad05904335de47099679,65831ec7a0cb41561b8e43e9,RETURNED,Not Applicable,2025-10-08T18:27:38.314000Z,,,2025-10-08T20:35:26.605108Z,,,3516,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6b1ea57055a7c262f0092,63d7fb6ee49281f6c41d6630,APPROVED,Not Applicable,2025-10-08T18:48:23.110000Z,2025-10-08T19:06:44.323000Z,2025-10-29T00:02:57.249000Z,2025-10-08T19:06:44.734434Z,1102.0,CUKPH3D8,4382,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6b4ce7063921520819ac7,5a79f3f3000dab00018c31d0,APPROVED,Not Applicable,2025-10-08T19:09:32.517000Z,2025-10-08T19:26:08.794000Z,2025-10-29T00:02:58.093000Z,2025-10-08T19:26:09.251413Z,997.0,CUKPH3D8,1117,37,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6b4d14af7d047809b0dcb,6711e09a6906af2fa5b782bd,APPROVED,Not Applicable,2025-10-08T19:00:44.461000Z,2025-10-08T19:37:18.825000Z,2025-10-29T00:02:58.836000Z,2025-10-08T19:37:19.252278Z,2195.0,CUKPH3D8,1315,33,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6b5a01e50a99841d0c577,66e9b926c782e4f47a05ec7c,APPROVED,Not Applicable,2025-10-08T19:04:03.996000Z,2025-10-08T19:34:49.068000Z,2025-10-29T00:02:59.171000Z,2025-10-08T19:34:49.508080Z,1846.0,CUKPH3D8,681,34,Female,White,United States,United States,United States,English,No,Part-Time,control
68e6b816b4feaa18a4368522,62cd43d66c2dd7ae9ab53ae7,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.599102Z,,,9226,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6bb61da2038af98bf3536,67446a0309a2bfd11c4ac73d,RETURNED,Not Applicable,,,,2025-10-08T20:35:36.666043Z,,,564,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6becdb8b792d22dc72c59,6673023f164ea88cbe14e203,APPROVED,Not Applicable,2025-10-08T19:43:15.569000Z,2025-10-08T20:09:06.843000Z,2025-10-29T00:02:59.467000Z,2025-10-08T20:09:07.214380Z,1552.0,CUKPH3D8,1941,30,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c209f48183c56775310e,63ffcb367b500c516d0648a2,APPROVED,Not Applicable,2025-10-08T19:57:02.392000Z,2025-10-08T20:45:49.483000Z,2025-10-29T00:02:59.775000Z,2025-10-08T20:45:51.036958Z,2928.0,CUKPH3D8,7640,40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c2504b132b9758a8733a,64135e3d9cd5e3f16290d29c,APPROVED,Not Applicable,2025-10-08T19:58:14.377000Z,2025-10-08T21:17:10.843000Z,2025-10-29T00:03:00.089000Z,2025-10-08T21:17:22.254476Z,4737.0,CUKPH3D8,3803,27,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c364c841dcd3bd6dba19,60cb3c4b9454f7a196355088,APPROVED,Not Applicable,2025-10-08T20:02:48.034000Z,2025-10-08T20:32:25.334000Z,2025-10-29T00:03:00.514000Z,2025-10-08T20:32:26.441139Z,1778.0,CUKPH3D8,7665,38,Male,Black,United States,United States,United States,English,No,DATA_EXPIRED,control
68e6c4bb9d59cf47e86df96f,678f46cd0f21903076471f34,APPROVED,Not Applicable,2025-10-08T20:08:32.267000Z,2025-10-08T20:24:27.104000Z,2025-10-29T00:03:00.855000Z,2025-10-08T20:24:27.513066Z,955.0,CUKPH3D8,360,30,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time,control
68e6c4d296f29c8932fa4c83,5cc4d401cf4449000192a300,RETURNED,Not Applicable,2025-10-08T20:08:54.782000Z,,,2025-10-08T20:35:26.607665Z,,,1151,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6c62ebe50fa33a93ca083,5e646abe244a7f1feb0f6321,APPROVED,Not Applicable,2025-10-08T20:14:45.837000Z,2025-10-08T20:45:22.685000Z,2025-10-29T00:03:01.207000Z,2025-10-08T20:45:26.739877Z,1837.0,CUKPH3D8,8434,33,Male,White,Egypt,United States,United States,Arabic,No,Full-Time,control
68e6c655dc645c94201b6023,63cee08c60670525b4f43946,APPROVED,Not Applicable,2025-10-08T20:15:20.251000Z,2025-10-08T20:51:12.201000Z,2025-10-29T00:03:01.893000Z,2025-10-08T20:51:13.622989Z,2152.0,CUKPH3D8,1148,35,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c65711435bc3b0c1cc87,663631e9a98cfc7ea17bbde6,APPROVED,Not Applicable,2025-10-08T20:15:23.667000Z,2025-10-08T20:50:38.503000Z,2025-10-29T00:03:02.456000Z,2025-10-08T20:50:38.993277Z,2115.0,CUKPH3D8,1942,27,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c659d31b6bf27468e7eb,6536a9f9ac4d61b9d34f5b3b,APPROVED,Not Applicable,2025-10-08T20:15:25.426000Z,2025-10-08T20:43:16.165000Z,2025-10-29T00:03:03.318000Z,2025-10-08T20:43:16.641669Z,1671.0,CUKPH3D8,338,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,control
68e6c65bf2c747eed646478a,588ab33542c8e900019d02ae,APPROVED,Not Applicable,2025-10-08T20:15:26.272000Z,2025-10-08T20:48:34.373000Z,2025-10-29T00:03:03.863000Z,2025-10-08T20:48:35.261247Z,1989.0,CUKPH3D8,2977,29,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Full-Time,control
68e6c6606aeda7b24ac1ed6a,5dce3ccc32ccbf0cd54263db,APPROVED,Not Applicable,2025-10-08T20:15:32.164000Z,2025-10-08T21:44:20.641000Z,2025-10-29T00:03:04.728000Z,2025-10-08T21:45:35.419743Z,5329.0,CUKPH3D8,3554,26,Female,Other,United States,United States,United States,Spanish,DATA_EXPIRED,DATA_EXPIRED,control
68e6c66bb73dc344652e565f,5ca749ff98b35f0001f7559d,RETURNED,Not Applicable,2025-10-08T20:15:45.466000Z,,,2025-10-08T20:35:26.638392Z,,,3235,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6c66d1a1be488ae41cc4d,66ef8c16db6307178a651f0a,RETURNED,Not Applicable,2025-10-08T20:15:55.454000Z,,,2025-10-08T22:24:34.556061Z,,,710,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6ca5a854c911422f471b5,62c35e9517e15b36b957a678,RETURNED,Not Applicable,,,,2025-10-08T20:35:26.714114Z,,,7107,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6ca6271920647cea60dd0,668dfb154f987d9440085e63,RETURNED,Not Applicable,2025-10-08T20:32:38.882000Z,,,2025-10-08T20:35:26.776130Z,,,844,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,control
68e6ca94e6709f38aed306f3,5c88665f24efd80016b948b5,APPROVED,Not Applicable,2025-10-08T20:33:33.780000Z,2025-10-08T20:45:05.163000Z,2025-10-29T00:03:05.096000Z,2025-10-08T20:45:08.267361Z,692.0,futureyou2025,3232,34,Female,Black,Spain,United States,United States,English,No,Full-Time,control
68e6cd075dba467009fa099d,67588a443ddaa03e391bcbe8,APPROVED,Not Applicable,2025-10-08T20:43:54.754000Z,2025-10-08T21:02:55.550000Z,2025-10-29T00:03:05.498000Z,2025-10-08T21:04:12.317019Z,1141.0,CUKPH3D8,270,27,Male,Mixed,United States,United States,United States,English,No,Full-Time,control
68e55ae7817e9bb90707ca4d,616dac30fd433eb926c5ceaa,APPROVED,Not Applicable,2025-10-07T18:24:45.218000Z,2025-10-07T18:49:17.916000Z,2025-10-28T00:04:05.079000Z,2025-10-07T18:49:26.515095Z,1473.0,CUKPH3D8,1770,37,Female,Black,United States,United States,United States,English,Yes,Full-Time,text
68e441623fd8500ba4566da8,6015ba06aa02256df4792d15,APPROVED,Not Applicable,2025-10-06T22:23:35.099000Z,2025-10-06T23:19:33.832000Z,2025-10-27T00:03:31.244000Z,2025-10-06T23:19:34.293499Z,3359.0,CUKPH3D8,1843,27,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e441b412d71f0b73260ee9,5c3e359b08a31d000166b9aa,APPROVED,Not Applicable,2025-10-06T22:25:02.177000Z,2025-10-06T22:58:09.849000Z,2025-10-27T00:03:31.858000Z,2025-10-06T22:58:10.194826Z,1988.0,CUKPH3D8,198,31,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e441b8898a8190a254eaa4,67296c945c2b23b3b4f9d079,APPROVED,Not Applicable,2025-10-06T22:25:00.146000Z,2025-10-06T22:52:04.399000Z,2025-10-27T00:03:32.470000Z,2025-10-06T22:52:04.830729Z,1625.0,CUKPH3D8,677,25,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time,text
68e442a30c7b2cb9bbdec76b,66b93ba9ccbb002158c59355,RETURNED,Not Applicable,2025-10-06T22:29:02.590000Z,,,2025-10-09T14:48:00.402942Z,,,1910,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44312e63d33814b975ea4,6527f153bea7b2d7c0d556e4,RETURNED,Not Applicable,2025-10-06T22:30:49.935000Z,,,2025-10-09T14:48:00.404302Z,,,4237,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44326e1834b376b56f5b3,5d90298097a2130015f3fa3c,APPROVED,Not Applicable,2025-10-06T22:32:48.183000Z,2025-10-06T23:13:11.065000Z,2025-10-27T00:03:32.844000Z,2025-10-06T23:13:11.441390Z,2423.0,CUKPH3D8,3095,34,Male,White,United States,United States,United States,English,No,Full-Time,text
68e4437a7406769a213ca64c,67062295123561f8241f65fc,RETURNED,Not Applicable,2025-10-06T22:32:26.192000Z,,,2025-10-09T14:48:00.407246Z,,,1723,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e4440e0e2b3752fdc129d4,610835949b556d70924fd817,APPROVED,Not Applicable,2025-10-06T22:34:59.452000Z,2025-10-06T23:04:01.212000Z,2025-10-27T00:03:33.342000Z,2025-10-06T23:04:03.763499Z,1742.0,CUKPH3D8,719,22,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e44508ec8ab7944ca06cbc,67a8bfb2f846cd3ea9bcd898,APPROVED,Not Applicable,2025-10-06T22:39:14.095000Z,2025-10-06T23:10:36.765000Z,2025-10-27T00:03:33.823000Z,2025-10-06T23:10:37.157047Z,1883.0,CUKPH3D8,2038,29,Female,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e4454d5264202b59f63b7f,60bff9298f56d55c8ecd9adf,RETURNED,Not Applicable,2025-10-06T22:40:27.470000Z,,,2025-10-09T14:48:00.415892Z,,,11334,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e445726aef36eda8c6c0db,66199822c723a66ae0d5fc24,APPROVED,Not Applicable,2025-10-06T22:40:55.137000Z,2025-10-06T23:14:42.294000Z,2025-10-27T00:03:34.296000Z,2025-10-06T23:14:43.923216Z,2028.0,CUKPH3D8,1634,28,Female,White,United States,United States,United States,English,No,DATA_EXPIRED,text
68e445754ac465409d7108ba,66463e4efb99fba5a67a010a,APPROVED,Not Applicable,2025-10-06T22:40:56.128000Z,2025-10-06T23:03:43.403000Z,2025-10-27T00:03:34.704000Z,2025-10-06T23:03:43.819889Z,1368.0,CUKPH3D8,3321,31,Male,Black,United States,United States,United States,English,No,Full-Time,text
68e44579a7141a51729e3416,60fd6618f9a377f54dcdf318,APPROVED,Not Applicable,2025-10-06T22:41:17.998000Z,2025-10-06T23:04:30.014000Z,2025-10-27T00:03:35.094000Z,2025-10-06T23:04:35.224742Z,1393.0,CUKPH3D8,16906,39,Male,Mixed,United States,United States,United States,English,Yes,Full-Time,text
68e4459c0433343c13135f7d,6643cbd6903cfc9bd5d0be09,APPROVED,Not Applicable,2025-10-06T22:41:35.458000Z,2025-10-06T23:18:33.512000Z,2025-10-27T00:03:35.513000Z,2025-10-06T23:18:33.910460Z,2219.0,CUKPH3D8,1362,32,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e445f64061d1fed5a95589,63e51bd9b573cd46809e1d56,RETURNED,Not Applicable,2025-10-06T22:43:05.369000Z,,,2025-10-09T14:48:00.414805Z,,,5598,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e446310bc8fa6d60beb299,6113ffbf45e79bc2769db74c,RETURNED,Not Applicable,2025-10-06T22:44:58.896000Z,,,2025-10-09T14:48:00.416881Z,,,6837,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e446756b205e060361ad85,58a1fe40ea3d11000170d9b9,APPROVED,Not Applicable,2025-10-06T22:45:16.292000Z,2025-10-06T23:41:59.201000Z,2025-10-27T00:03:35.900000Z,2025-10-06T23:41:59.601736Z,3403.0,CUKPH3D8,8103,33,Female,White,United States,United States,United States,English,No,Full-Time,text
68e4467ef78bd34314f00f9b,61647de75314468d5cb57f93,RETURNED,Not Applicable,2025-10-06T22:45:23.913000Z,,,2025-10-09T14:48:00.414958Z,,,2431,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e446abaa4a004666668146,5a198755f2e3460001edc5c9,APPROVED,Not Applicable,2025-10-06T22:46:18.876000Z,2025-10-06T23:10:01.845000Z,2025-10-27T00:03:36.308000Z,2025-10-06T23:10:02.267522Z,1423.0,CUKPH3D8,3300,37,Male,White,United States,United States,United States,English,No,Part-Time,text
68e447746272aa3ed3bcef3b,676f6e127fe25105c06e8775,APPROVED,Not Applicable,2025-10-06T22:50:18.133000Z,2025-10-06T23:10:19.244000Z,2025-10-27T00:03:36.700000Z,2025-10-06T23:10:21.555601Z,1202.0,CUKPH3D8,531,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e447e78f25dbdc86df577e,5f4a7a00dc1bde60ab8f7ac5,RETURNED,Not Applicable,2025-10-06T22:51:19.688000Z,,,2025-10-09T14:48:00.415917Z,,,14388,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44803d4568b7382fe4d87,65e122e74d202ea19cde5055,APPROVED,Not Applicable,2025-10-06T22:51:52.105000Z,2025-10-06T23:17:08.595000Z,2025-10-27T00:03:37.142000Z,2025-10-06T23:17:09.041667Z,1517.0,CUKPH3D8,330,34,Male,Mixed,United States,United States,United States,English,No,DATA_EXPIRED,text
68e449d034a535066835f76e,608981c1be83df6a5452398e,RETURNED,Not Applicable,,,,2025-10-09T14:48:00.416269Z,,,4286,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44ba86bc350df7194deba,66611f308ccb44ab7f21984e,RETURNED,Not Applicable,2025-10-06T23:18:00.011000Z,,,2025-10-09T14:48:00.419264Z,,,724,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44c61da9e5320c7503d09,5e850b0e390e520ec806b084,APPROVED,Not Applicable,2025-10-06T23:10:38.131000Z,2025-10-06T23:58:05.605000Z,2025-10-27T00:03:37.551000Z,2025-10-06T23:58:06.037997Z,2848.0,CUKPH3D8,4374,40,Male,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time,text
68e44d40037c3fda94b13284,62bb42e2f21cfdb280cc975f,APPROVED,Not Applicable,2025-10-06T23:14:12.277000Z,2025-10-07T00:42:30.689000Z,2025-10-28T00:03:00.433000Z,2025-10-07T00:42:31.059600Z,5299.0,CUKPH3D8,7436,30,Female,Other,United States,United States,United States,English,Yes,Full-Time,text
68e44d93f07c51a145682950,6722ae0741429fa41d8893db,RETURNED,Not Applicable,2025-10-06T23:16:10.068000Z,,,2025-10-09T14:48:00.422131Z,,,1070,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e44d9dad70c3f71e575d69,663a3ec623585cdc234e2dc5,APPROVED,Not Applicable,2025-10-06T23:15:45.534000Z,2025-10-07T00:43:44.508000Z,2025-10-28T00:03:01.027000Z,2025-10-07T00:43:44.905205Z,5279.0,CUKPH3D8,1455,33,Female,White,Belarus,United States,United States,Russian,No,Full-Time,text
68e4510ea3bc6c37001372cb,6522bba9f065408008c70eb3,RETURNED,Not Applicable,2025-10-06T23:41:00.017000Z,,,2025-10-09T14:48:02.100876Z,,,2565,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e4514582874c72966af801,663a7af013938e6bbfb065d5,APPROVED,Not Applicable,2025-10-06T23:34:27.684000Z,2025-10-07T00:23:01.162000Z,2025-10-28T00:03:01.432000Z,2025-10-07T00:23:01.569803Z,2914.0,CUKPH3D8,3580,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,text
68e4521d36ba08c504596c3e,66ecded667f721bca7e5609d,APPROVED,Not Applicable,2025-10-06T23:35:07.950000Z,2025-10-06T23:52:55.562000Z,2025-10-27T00:03:38.192000Z,2025-10-06T23:53:00.537476Z,1068.0,CUKPH3D8,3300,33,Male,White,United States,United States,United States,English,No,Full-Time,text
68e452ae0938c32ef9a45913,671c5ad0eb30c87c11b22ec4,RETURNED,Not Applicable,2025-10-06T23:37:28.719000Z,,,2025-10-09T14:48:00.422830Z,,,1996,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
68e452caf46a4697d6d0803e,6630f48f17953c0cd655713e,RETURNED,Not Applicable,2025-10-06T23:37:52.999000Z,2025-10-07T00:24:21.546000Z,,2025-10-29T16:44:58.090149Z,,CUKPH3D8,28,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,text
